        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 File                | DXE driver            |   N/A    | 000067EE | DA5151A7 | ------- 17A269DE-7C35-4132-9EA0-A3EB5AB87F1E | PowerLostNotifyDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00006784 | 1B9382C0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 883F1186 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000ECE | A74789B6 | ------- A7732DA8-11AA-4366-9715-CD92CFB7D362 | SataController
 Section             | PE32 image            |   N/A    | 00000E84 | FD755DB5 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | AD4BBE6E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00002412 | B3CF1DE3 | ------- 1CB1ADDA-D8DD-4C6E-8DEF-A0DACB2AEC83 | RetimerCapsuleUpdate
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000023A4 | EC370475 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002E | 186D5735 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0010C0BA | 9180E545 | ------- EED54281-1C11-4358-BF5A-F64995FBF11B | FmpDxe
 Section             | DXE dependency        |   N/A    | 0000003A | C714B580 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0010C044 | 7C8C9BA6 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 8418C9A1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000E3E | 76D9B82A | ------- 579A7D1F-C166-4D0D-ADDB-B20B8B768B72 | TmeInitDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000DE4 | A4E303C1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | C2B8FE6F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000ED6 | 97898A76 | ------- 5DFAE03E-9C19-4996-85BF-65297BD4137F | PlatformVTdSampleDxe
 Section             | DXE dependency        |   N/A    | 0000003A | 0ECB5C7F | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000E44 | CDACA342 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002E | AD158F46 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000070A | 99E2F76F | ------- CE366D33-B057-4C03-8561-CAF17738B66F | WdtAppDxe
 Section             | DXE dependency        |   N/A    | 00000028 | 9CE4DB89 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000006A4 | 67D836BA | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 53C50763 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000405A | C5409EA8 | ------- D4FF05AA-3C7D-4B8A-A1EE-AA5EFA0B1742 | TrustedDeviceSetup
 Section             | DXE dependency        |   N/A    | 00000082 | ACA75543 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00003F84 | 6CDE30BB | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 5F85CD34 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000094E | D1A0F4DC | ------- E0ECBEC9-B193-4351-A488-36A655F22F9F | SaveMemoryConfig
 Section             | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000008C4 | BB11ECD8 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | F1FF8B89 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000006D2 | 7AFC3658 | ------- ACED1C77-4EA5-4710-9412-EED3135F9C7D | SaveTraceHubConfig
 Section             | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000644 | E3AE63CA | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 2DF42CB3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000021CA | 680A47A5 | ------- A4F2909C-5E2A-438A-91BA-272B0923049A | PlatformSetup
 Section             | DXE dependency        |   N/A    | 0000005E | 755D0E48 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002124 | A8B29194 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000020 | 80B0C1F6 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00009E62 | E00E6ADA | ------- C5046EFD-7BC3-4206-987C-32DA45026E6D | PlatformInitAdvancedDxe
 Section             | DXE dependency        |   N/A    | 00000082 | 441C73D3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00009D84 | 72BF2A70 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000034 | C898E7C4 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00003236 | 43D39CA6 | ------- 490D0119-4448-440D-8F5C-F58FB53EE057 | PolicyInitAdvancedDxe
 Section             | DXE dependency        |   N/A    | 0000003A | 84B351CE | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000031A4 | A71D6CCE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000030 | E5F5683B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000D92 | CD4E15EA | ------- DE13C06E-F532-49DA-A319-5F7DD0F603C2 | GopFirmwareVersionDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000D24 | 22DEE568 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000030 | 7E8EF20B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000F42 | 42C64765 | ------- 9F83F5ED-F407-4BD3-9B16-DC27A7016BBD | PlatformFirmwareVersionDxe
 Section             | DXE dependency        |   N/A    | 0000003A | 2BDFE14F | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000EA4 | 9232A2C0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000003A | 757FE852 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001E42 | A710F859 | ------- 0CEFD645-588E-4ED7-9943-054808CD7572 | SiFirmwareVersionDxe
 Section             | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001DC4 | E81885E5 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002E | A865A222 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000CD6 | 1F7059F9 | ------- DABF7A7B-B5FE-4A18-845D-F241D8582794 | UndiFirmwareVersionDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000C64 | 00C00E98 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000032 | DCA4A0D9 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000119A | BD7867AB | ------- 812BA1E0-6A75-4AE5-AD37-63D030974501 | VtioDxe
 Section             | DXE dependency        |   N/A    | 0000003A | 7E9CDA7A | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001124 | ACDD2579 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | F9437E30 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000A2E | FF899DD7 | ------- 538997F7-4B2E-4E6F-8AF1-0E8CF1AA9C69 | PlatformWrapperDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000009C4 | E22F82DA | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | 762DF0B4 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000012AA | 0C9DCB7A | ------- 3DFE2E72-9F6D-4350-BA4F-20333B52B876 | AmiSyncSetupData
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001244 | 636D3CAC | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | 9E4F06CA | -------- UI section
